y_rep_rank;car_make_model;fault_rate;mileage;report_year;car_prod_y
72.;Citroën Berlingo;32.9%;122 000 km;2014;2006
72.;Volkswagen Touran;32.9%;134 000 km;2014;2006
72.;Citroën C2;32.9%;92 000 km;2014;2006
75.;Kia Rio;33.6%;93 000 km;2014;2006
76.;Opel Zafira;34.1%;124 000 km;2014;2006
76.;Volkswagen Polo;34.1%;90 000 km;2014;2006
78.;Opel Corsa;34.6%;90 000 km;2014;2006
79.;Renault Mégane;34.8%;107 000 km;2014;2006
79.;Fiat Dobló;34.8%;128 000 km;2014;2006
79.;Peugeot 307;34.8%;110 000 km;2014;2006
82.;Ford Ka;35.0%;74 000 km;2014;2006
83.;Renault Twingo;36.1%;86 000 km;2014;2006
84.;Renault Clio;36.4%;92 000 km;2014;2006
85.;Chevrolet Kalos;36.7%;84 000 km;2014;2006
86.;Renault Kangoo;36.8%;113 000 km;2014;2006
87.;Chevrolet Matis;37.0%;73 000 km;2014;2006
88.;Volkswagen Sharan;37.3%;147 000 km;2014;2006
89.;Ford Galaxy;37.5%;142 000 km;2014;2006
90.;Alfa Romeo 147;37.9%;107 000 km;2014;2006
91.;Alfa Romeo 156;38.2%;126 000 km;2014;2006
92.;Renault Laguna;38.9%;124 000 km;2014;2006
93.;Chrysler PT Cruiser;40.3%;113 000 km;2014;2006
94.;Fiat Stilo;41.2%;112 000 km;2014;2006
95.;Mercedes-Benz M;42.7%;139 000 km;2014;2006
1.;Porsche 911;10.3%;76 000 km;2014;2005
2.;Toyota Corolla Verso;14.5%;104 000 km;2014;2005
3.;Toyota RAV4;16.2%;99 000 km;2014;2005
4.;Volkswagen Golf Plus;17.5%;90 000 km;2014;2005
5.;Toyota Avensis;17.9%;113 000 km;2014;2005
6.;Honda Jazz;18.2%;92 000 km;2014;2005
7.;Mazda 2;19.0%;86 000 km;2014;2005
8.;Toyota Corolla;19.4%;99 000 km;2014;2005
9.;Mercedes-Benz SLK;19.5%;72 000 km;2014;2005
10.;Ford C-Max;19.6%;95 000 km;2014;2005
11.;Toyota Yaris;19.8%;92 000 km;2014;2005
12.;Ford Fusion;19.9%;86 000 km;2014;2005
13.;Mazda MX-5;20.1%;75 000 km;2014;2005
14.;Opel Agila;20.3%;79 000 km;2014;2005
15.;Honda CRV;20.4%;103 000 km;2014;2005
16.;Mazda 3;21.6%;93 000 km;2014;2005
17.;Volkswagen Golf;21.7%;103 000 km;2014;2005
18.;Audi A6;22.6%;138 000 km;2014;2005
19.;Hyundai Getz;22.8%;88 000 km;2014;2005
20.;BMW Z4;23.0%;81 000 km;2014;2005
21.;Audi A2;23.3%;112 000 km;2014;2005
22.;Suzuki Jimny;23.7%;77 000 km;2014;2005
23.;Ford Fiesta;24.0%;88 000 km;2014;2005
24.;BMW X3;24.2%;123 000 km;2014;2005
25.;Audi A4;24.3%;139 000 km;2014;2005
26.;Volkswagen Touareg;24.4%;136 000 km;2014;2005
27.;Volkswagen Caddy;24.9%;136 000 km;2014;2005
27.;Honda Civic;24.9%;98 000 km;2014;2005
29.;Volvo S40;25.0%;135 000 km;2014;2005
30.;Mercedes-Benz A;25.1%;99 000 km;2014;2005
31.;Volkswagen New Beetle;25.2%;86 000 km;2014;2005
32.;Volkswagen Lupo;25.3%;88 000 km;2014;2005
33.;Audi TT;25.4%;93 000 km;2014;2005
34.;BMW 1;25.9%;104 000 km;2014;2005
35.;Kia Picanto;26.0%;81 000 km;2014;2005
36.;Seat Altea;26.5%;108 000 km;2014;2005
37.;Škoda Octavia;26.8%;136 000 km;2014;2005
38.;Volkswagen Passat;27.2%;162 000 km;2014;2005
39.;Opel Astra;27.3%;97 000 km;2014;2005
39.;Mercedes-Benz E;27.3%;143 000 km;2014;2005
41.;Honda Accord;27.4%;125 000 km;2014;2005
42.;Opel Meriva;27.6%;88 000 km;2014;2005
43.;Citroën Xsara;27.7%;107 000 km;2014;2005
44.;Mercedes-Benz CLK;28.1%;95 000 km;2014;2005
44.;Nissan X-Trail;28.1%;121 000 km;2014;2005
46.;Mazda Premacy;28.2%;105 000 km;2014;2005
47.;Volvo V70;28.3%;167 000 km;2014;2005
48.;Audi A3;28.4%;117 000 km;2014;2005
49.;Ford Focus;28.6%;114 000 km;2014;2005
49.;Opel Tigra TwinTop;28.6%;76 000 km;2014;2005
51.;BMW 5;28.9%;136 000 km;2014;2005
51.;BMW X5;28.9%;150 000 km;2014;2005
53.;Škoda Fabia;29.0%;106 000 km;2014;2005
53.;Seat Leon;29.0%;126 000 km;2014;2005
55.;Ford Mondeo;29.1%;135 000 km;2014;2005
56.;Seat Ibiza;29.2%;102 000 km;2014;2005
57.;Citroën C5;29.5%;130 000 km;2014;2005
58.;Mazda 6;29.8%;120 000 km;2014;2005
59.;Peugeot 407;30.1%;117 000 km;2014;2005
60.;Renault Modus;30.4%;78 000 km;2014;2005
61.;Smart Fortwo;30.8%;77 000 km;2014;2005
62.;BMW 3;31.1%;123 000 km;2014;2005
63.;Mercedes-Benz C;31.2%;115 000 km;2014;2005
64.;Nissan Micra;31.5%;86 000 km;2014;2005
64.;Opel Vectra;31.5%;120 000 km;2014;2005
66.;Fiat Punto;31.6%;92 000 km;2014;2005
67.;Peugeot 206;31.7%;93 000 km;2014;2005
68.;Fiat Panda;32.1%;79 000 km;2014;2005
69.;BMW Mini;32.3%;91 000 km;2014;2005
70.;Renault Scénic;32.6%;97 000 km;2014;2005
71.;Citroën C3;32.7%;89 000 km;2014;2005
72.;Citroën Berlingo;32.9%;122 000 km;2014;2005
72.;Volkswagen Touran;32.9%;134 000 km;2014;2005
72.;Citroën C2;32.9%;92 000 km;2014;2005
75.;Kia Rio;33.6%;93 000 km;2014;2005
76.;Opel Zafira;34.1%;124 000 km;2014;2005
76.;Volkswagen Polo;34.1%;90 000 km;2014;2005
78.;Opel Corsa;34.6%;90 000 km;2014;2005
79.;Renault Mégane;34.8%;107 000 km;2014;2005
79.;Fiat Dobló;34.8%;128 000 km;2014;2005
79.;Peugeot 307;34.8%;110 000 km;2014;2005
82.;Ford Ka;35.0%;74 000 km;2014;2005
83.;Renault Twingo;36.1%;86 000 km;2014;2005
84.;Renault Clio;36.4%;92 000 km;2014;2005
85.;Chevrolet Kalos;36.7%;84 000 km;2014;2005
86.;Renault Kangoo;36.8%;113 000 km;2014;2005
87.;Chevrolet Matis;37.0%;73 000 km;2014;2005
88.;Volkswagen Sharan;37.3%;147 000 km;2014;2005
89.;Ford Galaxy;37.5%;142 000 km;2014;2005
90.;Alfa Romeo 147;37.9%;107 000 km;2014;2005
91.;Alfa Romeo 156;38.2%;126 000 km;2014;2005
92.;Renault Laguna;38.9%;124 000 km;2014;2005
93.;Chrysler PT Cruiser;40.3%;113 000 km;2014;2005
94.;Fiat Stilo;41.2%;112 000 km;2014;2005
95.;Mercedes-Benz M;42.7%;139 000 km;2014;2005
1.;Porsche 911;12.8%;85 000 km;2014;2004
2.;Toyota RAV4;18.5%;117 000 km;2014;2004
3.;Toyota Corolla;21.5%;115 000 km;2014;2004
4.;Toyota Yaris;22.4%;105 000 km;2014;2004
5.;Honda Jazz;23.1%;107 000 km;2014;2004
6.;Mazda MX-5;23.4%;88 000 km;2014;2004
7.;Mercedes-Benz SLK;24.4%;94 000 km;2014;2004
8.;Volkswagen Golf;25.4%;133 000 km;2014;2004
9.;Ford Fusion;27.5%;104 000 km;2014;2004
10.;Audi TT;27.8%;110 000 km;2014;2004
11.;Ford Fiesta;27.8%;103 000 km;2014;2004
12.;Suzuki Jimny;27.9%;87 000 km;2014;2004
13.;BMW Z3;28.1%;83 000 km;2014;2004
14.;Volkswagen New Beetle;28.2%;112 000 km;2014;2004
15.;Toyota Avensis;28.3%;139 000 km;2014;2004
16.;Opel Agila;28.8%;91 000 km;2014;2004
17.;Audi A2;29.3%;129 000 km;2014;2004
18.;Citroën Xsara;29.6%;130 000 km;2014;2004
19.;Opel Meriva;29.7%;88 000 km;2014;2004
20.;Mercedes-Benz E;30.1%;144 000 km;2014;2004
21.;Audi A3;30.2%;135 000 km;2014;2004
22.;Volkswagen Lupo;30.3%;107 000 km;2014;2004
23.;Audi A4;30.5%;147 000 km;2014;2004
24.;Mercedes-Benz CLK;30.7%;111 000 km;2014;2004
24.;Mazda 323;30.7%;110 000 km;2014;2004
26.;Honda CRV;30.8%;120 000 km;2014;2004
27.;Seat Leon;31.0%;140 000 km;2014;2004
28.;Nissan Micra;31.4%;91 000 km;2014;2004
28.;Mercedes-Benz A;31.4%;114 000 km;2014;2004
30.;Mazda Premacy;31.6%;124 000 km;2014;2004
31.;Citroën C5;31.8%;144 000 km;2014;2004
32.;Smart Fortwo;32.2%;90 000 km;2014;2004
32.;Seat Ibiza;32.2%;117 000 km;2014;2004
34.;Nissan X-Trail;32.3%;128 000 km;2014;2004
35.;Mazda 6;32.4%;126 000 km;2014;2004
36.;Opel Astra;32.9%;118 000 km;2014;2004
37.;Škoda Octavia;33.0%;158 000 km;2014;2004
38.;Škoda Fabia;33.1%;121 000 km;2014;2004
39.;Ford Focus;33.2%;130 000 km;2014;2004
40.;Mercedes-Benz C;33.4%;130 000 km;2014;2004
41.;Ford Mondeo;33.5%;144 000 km;2014;2004
41.;Volkswagen Passat;33.5%;174 000 km;2014;2004
43.;Citroën Saxo;33.6%;104 000 km;2014;2004
44.;Honda Civic;34.3%;112 000 km;2014;2004
45.;Opel Vectra;34.4%;117 000 km;2014;2004
46.;Audi A6;34.6%;178 000 km;2014;2004
47.;Peugeot 406;34.9%;158 000 km;2014;2004
48.;BMW X5;35.0%;161 000 km;2014;2004
49.;Citroën C3;35.3%;102 000 km;2014;2004
50.;Opel Corsa;35.5%;102 000 km;2014;2004
51.;Peugeot 206;35.8%;108 000 km;2014;2004
52.;Volkswagen Polo;36.1%;103 000 km;2014;2004
53.;BMW 5;36.2%;171 000 km;2014;2004
54.;Volkswagen Touran;36.5%;132 000 km;2014;2004
54.;BMW 3;36.5%;136 000 km;2014;2004
56.;Volvo V70;36.7%;185 000 km;2014;2004
57.;Renault Twingo;37.0%;106 000 km;2014;2004
58.;Volvo S40;37.4%;158 000 km;2014;2004
59.;Opel Zafira;37.5%;142 000 km;2014;2004
60.;Peugeot 307;37.6%;126 000 km;2014;2004
61.;Kia Rio;38.1%;105 000 km;2014;2004
62.;Citroën Berlingo;38.2%;129 000 km;2014;2004
63.;Renault Clio;39.1%;108 000 km;2014;2004
64.;Fiat Punto;39.7%;107 000 km;2014;2004
65.;Fiat Dobló;40.1%;142 000 km;2014;2004
66.;Renault Mégane;40.5%;111 000 km;2014;2004
67.;Mercedes-Benz M;41.0%;158 000 km;2014;2004
68.;Renault Scénic;41.4%;122 000 km;2014;2004
69.;Alfa Romeo 147;41.9%;122 000 km;2014;2004
70.;Renault Kangoo;42.1%;136 000 km;2014;2004
71.;Renault Laguna;42.2%;131 000 km;2014;2004
72.;Alfa Romeo 156;42.5%;145 000 km;2014;2004
73.;BMW Mini;42.6%;107 000 km;2014;2004
74.;Volkswagen Sharan;42.9%;165 000 km;2014;2004
75.;Ford Ka;43.3%;59 000 km;2014;2004
76.;Fiat Stilo;43.8%;115 000 km;2014;2004
77.;Ford Galaxy;44.2%;161 000 km;2014;2004
78.;Chrysler PT Cruiser;45.1%;121 000 km;2014;2004
1.;Porsche 911;12.8%;85 000 km;2014;2003
2.;Toyota RAV4;18.5%;117 000 km;2014;2003
3.;Toyota Corolla;21.5%;115 000 km;2014;2003
4.;Toyota Yaris;22.4%;105 000 km;2014;2003
5.;Honda Jazz;23.1%;107 000 km;2014;2003
6.;Mazda MX-5;23.4%;88 000 km;2014;2003
7.;Mercedes-Benz SLK;24.4%;94 000 km;2014;2003
8.;Volkswagen Golf;25.4%;133 000 km;2014;2003
9.;Ford Fusion;27.5%;104 000 km;2014;2003
10.;Audi TT;27.8%;110 000 km;2014;2003
11.;Ford Fiesta;27.8%;103 000 km;2014;2003
12.;Suzuki Jimny;27.9%;87 000 km;2014;2003
13.;BMW Z3;28.1%;83 000 km;2014;2003
14.;Volkswagen New Beetle;28.2%;112 000 km;2014;2003
15.;Toyota Avensis;28.3%;139 000 km;2014;2003
16.;Opel Agila;28.8%;91 000 km;2014;2003
17.;Audi A2;29.3%;129 000 km;2014;2003
18.;Citroën Xsara;29.6%;130 000 km;2014;2003
19.;Opel Meriva;29.7%;88 000 km;2014;2003
20.;Mercedes-Benz E;30.1%;144 000 km;2014;2003
21.;Audi A3;30.2%;135 000 km;2014;2003
22.;Volkswagen Lupo;30.3%;107 000 km;2014;2003
23.;Audi A4;30.5%;147 000 km;2014;2003
24.;Mercedes-Benz CLK;30.7%;111 000 km;2014;2003
24.;Mazda 323;30.7%;110 000 km;2014;2003
26.;Honda CRV;30.8%;120 000 km;2014;2003
27.;Seat Leon;31.0%;140 000 km;2014;2003
28.;Nissan Micra;31.4%;91 000 km;2014;2003
28.;Mercedes-Benz A;31.4%;114 000 km;2014;2003
30.;Mazda Premacy;31.6%;124 000 km;2014;2003
31.;Citroën C5;31.8%;144 000 km;2014;2003
32.;Smart Fortwo;32.2%;90 000 km;2014;2003
32.;Seat Ibiza;32.2%;117 000 km;2014;2003
34.;Nissan X-Trail;32.3%;128 000 km;2014;2003
35.;Mazda 6;32.4%;126 000 km;2014;2003
36.;Opel Astra;32.9%;118 000 km;2014;2003
37.;Škoda Octavia;33.0%;158 000 km;2014;2003
38.;Škoda Fabia;33.1%;121 000 km;2014;2003
39.;Ford Focus;33.2%;130 000 km;2014;2003
40.;Mercedes-Benz C;33.4%;130 000 km;2014;2003
41.;Ford Mondeo;33.5%;144 000 km;2014;2003
41.;Volkswagen Passat;33.5%;174 000 km;2014;2003
43.;Citroën Saxo;33.6%;104 000 km;2014;2003
44.;Honda Civic;34.3%;112 000 km;2014;2003
45.;Opel Vectra;34.4%;117 000 km;2014;2003
46.;Audi A6;34.6%;178 000 km;2014;2003
47.;Peugeot 406;34.9%;158 000 km;2014;2003
48.;BMW X5;35.0%;161 000 km;2014;2003
49.;Citroën C3;35.3%;102 000 km;2014;2003
50.;Opel Corsa;35.5%;102 000 km;2014;2003
51.;Peugeot 206;35.8%;108 000 km;2014;2003
52.;Volkswagen Polo;36.1%;103 000 km;2014;2003
53.;BMW 5;36.2%;171 000 km;2014;2003
54.;Volkswagen Touran;36.5%;132 000 km;2014;2003
54.;BMW 3;36.5%;136 000 km;2014;2003
56.;Volvo V70;36.7%;185 000 km;2014;2003
57.;Renault Twingo;37.0%;106 000 km;2014;2003
58.;Volvo S40;37.4%;158 000 km;2014;2003
59.;Opel Zafira;37.5%;142 000 km;2014;2003
60.;Peugeot 307;37.6%;126 000 km;2014;2003
61.;Kia Rio;38.1%;105 000 km;2014;2003
62.;Citroën Berlingo;38.2%;129 000 km;2014;2003
63.;Renault Clio;39.1%;108 000 km;2014;2003
64.;Fiat Punto;39.7%;107 000 km;2014;2003
65.;Fiat Dobló;40.1%;142 000 km;2014;2003
66.;Renault Mégane;40.5%;111 000 km;2014;2003
67.;Mercedes-Benz M;41.0%;158 000 km;2014;2003
68.;Renault Scénic;41.4%;122 000 km;2014;2003
69.;Alfa Romeo 147;41.9%;122 000 km;2014;2003
70.;Renault Kangoo;42.1%;136 000 km;2014;2003
71.;Renault Laguna;42.2%;131 000 km;2014;2003
72.;Alfa Romeo 156;42.5%;145 000 km;2014;2003
73.;BMW Mini;42.6%;107 000 km;2014;2003
74.;Volkswagen Sharan;42.9%;165 000 km;2014;2003
75.;Ford Ka;43.3%;59 000 km;2014;2003
76.;Fiat Stilo;43.8%;115 000 km;2014;2003
77.;Ford Galaxy;44.2%;161 000 km;2014;2003
78.;Chrysler PT Cruiser;45.1%;121 000 km;2014;2003
1.;Volkswagen Polo;2.2%;32 000 km;2013;2011
2.;Mazda 3;2.7%;38 000 km;2013;2011
3.;Audi Q5;2.8%;61 000 km;2013;2011
4.;Toyota Avensis;2.9%;44 000 km;2013;2011
5.;Mazda 2;3.1%;33 000 km;2013;2011
5.;Volkswagen Golf Plus;3.1%;37 000 km;2013;2011
7.;Toyota iQ;3.5%;29 000 km;2013;2011
7.;Toyota Yaris;3.5%;34 000 km;2013;2011
7.;Toyota Prius;3.5%;43 000 km;2013;2011
10.;Opel Agila;3.7%;25 000 km;2013;2011
11.;Volkswagen Tiguan;3.8%;50 000 km;2013;2011
11.;Toyota Auris;3.8%;37 000 km;2013;2011
13.;Ford Fusion;3.9%;34 000 km;2013;2011
13.;Porsche Cayenne;3.9%;55 000 km;2013;2011
13.;Audi A3;3.9%;48 000 km;2013;2011
16.;Toyota Corolla Verso;4.0%;47 000 km;2013;2011
16.;Suzuki SX4;4.0%;38 000 km;2013;2011
16.;Volkswagen Golf;4.0%;47 000 km;2013;2011
19.;Porsche Boxster;4.1%;31 000 km;2013;2011
19.;Porsche 911;4.1%;31 000 km;2013;2011
19.;Suzuki Splash;4.1%;29 000 km;2013;2011
22.;Volkswagen EOS;4.2%;39 000 km;2013;2011
22.;BMW 1;4.2%;42 000 km;2013;2011
22.;Smart Fortwo;4.2%;30 000 km;2013;2011
25.;Audi TT;4.3%;43 000 km;2013;2011
26.;Toyota RAV4;4.4%;45 000 km;2013;2011
27.;Mercedes-Benz C;4.5%;55 000 km;2013;2011
27.;Opel Insignia;4.5%;50 000 km;2013;2011
29.;Mazda 6;4.6%;48 000 km;2013;2011
29.;Honda Jazz;4.6%;33 000 km;2013;2011
31.;Mercedes-Benz GLK;4.7%;49 000 km;2013;2011
31.;BMW 3;4.7%;55 000 km;2013;2011
31.;Mercedes-Benz E;4.7%;69 000 km;2013;2011
34.;Suzuki Grand Vitara;4.8%;42 000 km;2013;2011
34.;Honda CRV;4.8%;45 000 km;2013;2011
34.;Nissan Micra;4.8%;32 000 km;2013;2011
34.;Ford Fiesta;4.8%;34 000 km;2013;2011
34.;Mercedes-Benz SLK;4.8%;30 000 km;2013;2011
34.;Volvo C30;4.8%;45 000 km;2013;2011
40.;Audi A6;4.9%;84 000 km;2013;2011
41.;Opel Meriva;5.0%;32 000 km;2013;2011
41.;Mazda MX-5;5.0%;29 000 km;2013;2011
41.;Audi A5;5.0%;59 000 km;2013;2011
41.;Audi A4;5.0%;73 000 km;2013;2011
45.;Škoda Roomster;5.1%;41 000 km;2013;2011
45.;Ford C-Max;5.1%;47 000 km;2013;2011
45.;Subaru Forester;5.1%;48 000 km;2013;2011
45.;Toyota Aygo;5.1%;32 000 km;2013;2011
45.;Seat Altea;5.1%;44 000 km;2013;2011
50.;Opel Astra;5.2%;46 000 km;2013;2011
50.;Volkswagen Touran;5.2%;64 000 km;2013;2011
50.;Renault Modus;5.2%;32 000 km;2013;2011
53.;BMW X5;5.3%;65 000 km;2013;2011
54.;Mitsubishi Colt;5.4%;34 000 km;2013;2011
55.;Volkswagen Scirocco;5.5%;42 000 km;2013;2011
55.;BMW 5;5.5%;70 000 km;2013;2011
55.;BMW Mini;5.5%;36 000 km;2013;2011
55.;Suzuki Swift;5.5%;35 000 km;2013;2011
55.;Mazda 5;5.5%;43 000 km;2013;2011
55.;Škoda Superb;5.5%;64 000 km;2013;2011
61.;Škoda Fabia;5.6%;38 000 km;2013;2011
61.;Opel Corsa;5.6%;34 000 km;2013;2011
63.;Škoda Octavia;5.8%;60 000 km;2013;2011
64.;Ford Kuga;5.9%;52 000 km;2013;2011
64.;Ford Ka;5.9%;30 000 km;2013;2011
64.;Mercedes-Benz B;5.9%;43 000 km;2013;2011
64.;Honda Accord;5.9%;47 000 km;2013;2011
68.;Hyundai Matrix;6.0%;35 000 km;2013;2011
68.;Volvo V70;6.0%;73 000 km;2013;2011
68.;Opel Zafira;6.0%;51 000 km;2013;2011
68.;Seat Ibiza;6.0%;38 000 km;2013;2011
68.;Volkswagen New Beetle;6.0%;34 000 km;2013;2011
68.;Mercedes-Benz CLK;6.0%;39 000 km;2013;2011
74.;Ford Focus;6.1%;51 000 km;2013;2011
75.;Mercedes-Benz ML;6.2%;65 000 km;2013;2011
75.;Volkswagen Passat CC;6.2%;63 000 km;2013;2011
75.;Honda Civic;6.2%;40 000 km;2013;2011
75.;Hyundai i30;6.2%;40 000 km;2013;2011
79.;Seat Leon;6.3%;46 000 km;2013;2011
79.;Citroën C1;6.3%;33 000 km;2013;2011
79.;Mercedes-Benz A;6.3%;33 000 km;2013;2011
79.;BMW X3;6.3%;52 000 km;2013;2011
83.;Volvo S40;6.4%;60 000 km;2013;2011
83.;Opel Tigra;6.4%;29 000 km;2013;2011
83.;Volkswagen Passat;6.4%;85 000 km;2013;2011
86.;Nissan Note;6.5%;37 000 km;2013;2011
87.;Citroën C3;6.6%;33 000 km;2013;2011
87.;Audi Q7;6.6%;72 000 km;2013;2011
89.;Renault Clio;6.7%;35 000 km;2013;2011
89.;Volkswagen Caddy;6.7%;54 000 km;2013;2011
89.;Nissan Qashqai;6.7%;45 000 km;2013;2011
92.;Hyundai i20;6.8%;31 000 km;2013;2011
92.;Volkswagen Touareg;6.8%;65 000 km;2013;2011
92.;Renault Laguna;6.8%;58 000 km;2013;2011
95.;Peugeot 107;6.9%;32 000 km;2013;2011
96.;Alfa Romeo MiTo;7.0%;38 000 km;2013;2011
97.;Renault Scénic;7.2%;45 000 km;2013;2011
98.;Ford Mondeo;7.4%;75 000 km;2013;2011
98.;Renault Mégane;7.4%;40 000 km;2013;2011
100.;Citroën C4 Picasso;7.5%;50 000 km;2013;2011
101.;Fiat 500;7.7%;33 000 km;2013;2011
102.;Hyundai i10;7.8%;29 000 km;2013;2011
102.;Kia Rio;7.8%;38 000 km;2013;2011
104.;Volkswagen Fox;7.9%;35 000 km;2013;2011
104.;Ford S-Max;7.9%;75 000 km;2013;2011
106.;Renault Twingo;8.0%;32 000 km;2013;2011
106.;Hyundai Tuscon;8.0%;41 000 km;2013;2011
108.;Suzuki Jimny;8.1%;32 000 km;2013;2011
108.;Peugeot 207;8.1%;35 000 km;2013;2011
110.;Nissan X-Trail;8.3%;55 000 km;2013;2011
110.;Kia Picanto;8.3%;29 000 km;2013;2011
112.;Kia Cee´d;8.4%;43 000 km;2013;2011
113.;Ford Galaxy;8.5%;74 000 km;2013;2011
114.;Fiat Bravo;8.6%;43 000 km;2013;2011
114.;Volkswagen Sharan;8.6%;73 000 km;2013;2011
116.;Fiat Punto;8.7%;36 000 km;2013;2011
117.;Peugeot 308;8.9%;46 000 km;2013;2011
117.;Alfa Romeo 159;8.9%;57 000 km;2013;2011
119.;Citroën C5;9.0%;62 000 km;2013;2011
119.;Peugeot 407;9.0%;62 000 km;2013;2011
119.;Citroën Berlingo;9.0%;48 000 km;2013;2011
122.;Dacia Sandero;9.1%;35 000 km;2013;2011
122.;Citroën C2;9.1%;35 000 km;2013;2011
124.;Renault Kangoo;9.4%;45 000 km;2013;2011
125.;Chevrolet Aveo;9.7%;35 000 km;2013;2011
126.;Kia Sorento;9.9%;56 000 km;2013;2011
126.;Chevrolet Matis;9.9%;29 000 km;2013;2011
128.;Citroën C4;10.6%;41 000 km;2013;2011
129.;Fiat Panda;11.7%;30 000 km;2013;2011
130.;Daihatsu Sirion;12.0%;33 000 km;2013;2011
131.;Fiat Dobló;12.3%;50 000 km;2013;2011
132.;Dacia Logan;13.3%;48 000 km;2013;2011
1.;Volkswagen Polo;2.2%;32 000 km;2013;2010
2.;Mazda 3;2.7%;38 000 km;2013;2010
3.;Audi Q5;2.8%;61 000 km;2013;2010
4.;Toyota Avensis;2.9%;44 000 km;2013;2010
5.;Mazda 2;3.1%;33 000 km;2013;2010
5.;Volkswagen Golf Plus;3.1%;37 000 km;2013;2010
7.;Toyota iQ;3.5%;29 000 km;2013;2010
7.;Toyota Yaris;3.5%;34 000 km;2013;2010
7.;Toyota Prius;3.5%;43 000 km;2013;2010
10.;Opel Agila;3.7%;25 000 km;2013;2010
11.;Volkswagen Tiguan;3.8%;50 000 km;2013;2010
11.;Toyota Auris;3.8%;37 000 km;2013;2010
13.;Ford Fusion;3.9%;34 000 km;2013;2010
13.;Porsche Cayenne;3.9%;55 000 km;2013;2010
13.;Audi A3;3.9%;48 000 km;2013;2010
16.;Toyota Corolla Verso;4.0%;47 000 km;2013;2010
16.;Suzuki SX4;4.0%;38 000 km;2013;2010
16.;Volkswagen Golf;4.0%;47 000 km;2013;2010
19.;Porsche Boxster;4.1%;31 000 km;2013;2010
19.;Porsche 911;4.1%;31 000 km;2013;2010
19.;Suzuki Splash;4.1%;29 000 km;2013;2010
22.;Volkswagen EOS;4.2%;39 000 km;2013;2010
22.;BMW 1;4.2%;42 000 km;2013;2010
22.;Smart Fortwo;4.2%;30 000 km;2013;2010
25.;Audi TT;4.3%;43 000 km;2013;2010
26.;Toyota RAV4;4.4%;45 000 km;2013;2010
27.;Mercedes-Benz C;4.5%;55 000 km;2013;2010
27.;Opel Insignia;4.5%;50 000 km;2013;2010
29.;Mazda 6;4.6%;48 000 km;2013;2010
29.;Honda Jazz;4.6%;33 000 km;2013;2010
31.;Mercedes-Benz GLK;4.7%;49 000 km;2013;2010
31.;BMW 3;4.7%;55 000 km;2013;2010
31.;Mercedes-Benz E;4.7%;69 000 km;2013;2010
34.;Suzuki Grand Vitara;4.8%;42 000 km;2013;2010
34.;Honda CRV;4.8%;45 000 km;2013;2010
34.;Nissan Micra;4.8%;32 000 km;2013;2010
34.;Ford Fiesta;4.8%;34 000 km;2013;2010
34.;Mercedes-Benz SLK;4.8%;30 000 km;2013;2010
34.;Volvo C30;4.8%;45 000 km;2013;2010
40.;Audi A6;4.9%;84 000 km;2013;2010
41.;Opel Meriva;5.0%;32 000 km;2013;2010
41.;Mazda MX-5;5.0%;29 000 km;2013;2010
41.;Audi A5;5.0%;59 000 km;2013;2010
41.;Audi A4;5.0%;73 000 km;2013;2010
45.;Škoda Roomster;5.1%;41 000 km;2013;2010
45.;Ford C-Max;5.1%;47 000 km;2013;2010
45.;Subaru Forester;5.1%;48 000 km;2013;2010
45.;Toyota Aygo;5.1%;32 000 km;2013;2010
45.;Seat Altea;5.1%;44 000 km;2013;2010
50.;Opel Astra;5.2%;46 000 km;2013;2010
50.;Volkswagen Touran;5.2%;64 000 km;2013;2010
50.;Renault Modus;5.2%;32 000 km;2013;2010
53.;BMW X5;5.3%;65 000 km;2013;2010
54.;Mitsubishi Colt;5.4%;34 000 km;2013;2010
55.;Volkswagen Scirocco;5.5%;42 000 km;2013;2010
55.;BMW 5;5.5%;70 000 km;2013;2010
55.;BMW Mini;5.5%;36 000 km;2013;2010
55.;Suzuki Swift;5.5%;35 000 km;2013;2010
55.;Mazda 5;5.5%;43 000 km;2013;2010
55.;Škoda Superb;5.5%;64 000 km;2013;2010
61.;Škoda Fabia;5.6%;38 000 km;2013;2010
61.;Opel Corsa;5.6%;34 000 km;2013;2010
63.;Škoda Octavia;5.8%;60 000 km;2013;2010
64.;Ford Kuga;5.9%;52 000 km;2013;2010
64.;Ford Ka;5.9%;30 000 km;2013;2010
64.;Mercedes-Benz B;5.9%;43 000 km;2013;2010
64.;Honda Accord;5.9%;47 000 km;2013;2010
68.;Hyundai Matrix;6.0%;35 000 km;2013;2010
68.;Volvo V70;6.0%;73 000 km;2013;2010
68.;Opel Zafira;6.0%;51 000 km;2013;2010
68.;Seat Ibiza;6.0%;38 000 km;2013;2010
68.;Volkswagen New Beetle;6.0%;34 000 km;2013;2010
68.;Mercedes-Benz CLK;6.0%;39 000 km;2013;2010
74.;Ford Focus;6.1%;51 000 km;2013;2010
75.;Mercedes-Benz ML;6.2%;65 000 km;2013;2010
75.;Volkswagen Passat CC;6.2%;63 000 km;2013;2010
75.;Honda Civic;6.2%;40 000 km;2013;2010
75.;Hyundai i30;6.2%;40 000 km;2013;2010
79.;Seat Leon;6.3%;46 000 km;2013;2010
79.;Citroën C1;6.3%;33 000 km;2013;2010
