y_rep_rank;car_make_model;fault_rate;mileage;report_year;car_prod_y
10.;Ford Fusion;22.4%;100 000 km;2016;2006
11.;Mazda MX-5;23.4%;87 000 km;2016;2006
12.;Volkswagen Golf Plus;23.7%;109 000 km;2016;2006
13.;Opel Agila;23.8%;92 000 km;2016;2006
13.;Volkswagen New Beetle;23.8%;101 000 km;2016;2006
15.;Honda CRV;24.6%;122 000 km;2016;2006
16.;Audi TT;25.1%;110 000 km;2016;2006
17.;Suzuki Jimny;25.7%;95 000 km;2016;2006
18.;BMW Z4;26.1%;95 000 km;2016;2006
19.;Ford Fiesta;26.8%;102 000 km;2016;2006
20.;Volkswagen Golf;27.1%;119 000 km;2016;2006
21.;Honda Civic;27.5%;113 000 km;2016;2006
21.;Mazda 3;27.5%;108 000 km;2016;2006
23.;Mitsubishi Colt;27.8%;103 000 km;2016;2006
24.;Volkswagen Touareg;27.9%;159 000 km;2016;2006
24.;Kia Picanto;27.9%;90 000 km;2016;2006
26.;Audi A4;28.0%;160 000 km;2016;2006
27.;Audi A6;28.1%;162 000 km;2016;2006
27.;Volkswagen Lupo;28.1%;100 000 km;2016;2006
27.;BMW X3;28.1%;147 000 km;2016;2006
30.;Opel Astra;28.3%;114 000 km;2016;2006
31.;Mercedes-Benz CLK;28.9%;112 000 km;2016;2006
31.;Škoda Octavia;28.9%;157 000 km;2016;2006
33.;Hyundai Getz;29.0%;98 000 km;2016;2006
34.;Mercedes-Benz A;29.9%;112 000 km;2016;2006
35.;Citroën Xsara;30.1%;122 000 km;2016;2006
36.;Opel Meriva;30.4%;101 000 km;2016;2006
36.;Volkswagen Passat;30.4%;185 000 km;2016;2006
38.;Ford C-Max;30.6%;112 000 km;2016;2006
39.;Honda Accord;30.7%;144 000 km;2016;2006
39.;Volvo S40;30.7%;158 000 km;2016;2006
41.;Volvo V70;31.6%;194 000 km;2016;2006
41.;Mercedes-Benz E;31.6%;164 000 km;2016;2006
43.;Seat Ibiza;31.7%;117 000 km;2016;2006
44.;BMW 5;31.9%;157 000 km;2016;2006
45.;Seat Altea;32.1%;128 000 km;2016;2006
46.;Mazda 6;32.2%;134 000 km;2016;2006
47.;Smart Fortwo;32.3%;88 000 km;2016;2006
48.;Hyundai Matrix;32.4%;107 000 km;2016;2006
49.;BMW 1;32.5%;125 000 km;2016;2006
50.;Audi A3;32.7%;138 000 km;2016;2006
51.;Ford Mondeo;32.9%;154 000 km;2016;2006
51.;Škoda Fabia;32.9%;121 000 km;2016;2006
53.;Seat Leon;33.0%;144 000 km;2016;2006
54.;Mazda Premacy;33.3%;118 000 km;2016;2006
55.;Ford Focus;33.4%;130 000 km;2016;2006
55.;Citroën C5;33.4%;148 000 km;2016;2006
57.;BMW X5;33.5%;173 000 km;2016;2006
58.;Volkswagen Caddy;33.6%;161 000 km;2016;2006
59.;Peugeot 206;34.0%;107 000 km;2016;2006
60.;Opel Vectra;34.2%;137 000 km;2016;2006
60.;Mercedes-Benz C;34.2%;135 000 km;2016;2006
62.;Citroën Berlingo;34.5%;136 000 km;2016;2006
62.;Citroën C3;34.5%;102 000 km;2016;2006
64.;Nissan Micra;34.6%;98 000 km;2016;2006
65.;BMW Mini;35.1%;106 000 km;2016;2006
66.;Renault Scénic;35.6%;111 000 km;2016;2006
66.;Peugeot 307;35.6%;127 000 km;2016;2006
66.;Volkswagen Polo;35.6%;89 000 km;2016;2006
69.;Citroën C2;35.8%;102 000 km;2016;2006
70.;BMW 3;35.9%;141 000 km;2016;2006
70.;Fiat Panda;35.9%;89 000 km;2016;2006
72.;Opel Corsa;36.2%;103 000 km;2016;2006
73.;Fiat Punto;37.3%;108 000 km;2016;2006
73.;Renault Twingo;37.3%;101 000 km;2016;2006
75.;Volkswagen Touran;37.5%;157 000 km;2016;2006
76.;Renault Kangoo;37.7%;130 000 km;2016;2006
77.;Renault Modus;38.3%;96 000 km;2016;2006
78.;Opel Zafira;38.5%;141 000 km;2016;2006
79.;Renault Mégane;38.6%;121 000 km;2016;2006
80.;Renault Clio;38.8%;104 000 km;2016;2006
81.;Chevrolet Matis;39.1%;82 000 km;2016;2006
81.;Ford Ka;39.1%;85 000 km;2016;2006
83.;Renault Laguna;39.5%;139 000 km;2016;2006
84.;Alfa Romeo 147;41.0%;123 000 km;2016;2006
85.;Kia Sorento;41.4%;151 000 km;2016;2006
85.;Volkswagen Sharan;41.4%;170 000 km;2016;2006
87.;Ford Galaxy;41.8%;168 000 km;2016;2006
88.;Mercedes-Benz ML;43.7%;162 000 km;2016;2006
89.;Fiat Stilo;44.0%;125 000 km;2016;2006
1.;Porsche 911;13.9%;86 000 km;2016;2005
2.;Toyota Corolla Verso;17.5%;123 000 km;2016;2005
3.;Toyota RAV4;18.7%;113 000 km;2016;2005
4.;Toyota Avensis;20.0%;128 000 km;2016;2005
5.;Mercedes-Benz SLK;20.4%;87 000 km;2016;2005
6.;Toyota Corolla;22.0%;114 000 km;2016;2005
7.;Toyota Yaris;22.1%;104 000 km;2016;2005
8.;Mazda 2;22.2%;98 000 km;2016;2005
9.;Honda Jazz;22.3%;104 000 km;2016;2005
10.;Ford Fusion;22.4%;100 000 km;2016;2005
11.;Mazda MX-5;23.4%;87 000 km;2016;2005
12.;Volkswagen Golf Plus;23.7%;109 000 km;2016;2005
13.;Opel Agila;23.8%;92 000 km;2016;2005
13.;Volkswagen New Beetle;23.8%;101 000 km;2016;2005
15.;Honda CRV;24.6%;122 000 km;2016;2005
16.;Audi TT;25.1%;110 000 km;2016;2005
17.;Suzuki Jimny;25.7%;95 000 km;2016;2005
18.;BMW Z4;26.1%;95 000 km;2016;2005
19.;Ford Fiesta;26.8%;102 000 km;2016;2005
20.;Volkswagen Golf;27.1%;119 000 km;2016;2005
21.;Honda Civic;27.5%;113 000 km;2016;2005
21.;Mazda 3;27.5%;108 000 km;2016;2005
23.;Mitsubishi Colt;27.8%;103 000 km;2016;2005
24.;Volkswagen Touareg;27.9%;159 000 km;2016;2005
24.;Kia Picanto;27.9%;90 000 km;2016;2005
26.;Audi A4;28.0%;160 000 km;2016;2005
27.;Audi A6;28.1%;162 000 km;2016;2005
27.;Volkswagen Lupo;28.1%;100 000 km;2016;2005
27.;BMW X3;28.1%;147 000 km;2016;2005
30.;Opel Astra;28.3%;114 000 km;2016;2005
31.;Mercedes-Benz CLK;28.9%;112 000 km;2016;2005
31.;Škoda Octavia;28.9%;157 000 km;2016;2005
33.;Hyundai Getz;29.0%;98 000 km;2016;2005
34.;Mercedes-Benz A;29.9%;112 000 km;2016;2005
35.;Citroën Xsara;30.1%;122 000 km;2016;2005
36.;Opel Meriva;30.4%;101 000 km;2016;2005
36.;Volkswagen Passat;30.4%;185 000 km;2016;2005
38.;Ford C-Max;30.6%;112 000 km;2016;2005
39.;Honda Accord;30.7%;144 000 km;2016;2005
39.;Volvo S40;30.7%;158 000 km;2016;2005
41.;Volvo V70;31.6%;194 000 km;2016;2005
41.;Mercedes-Benz E;31.6%;164 000 km;2016;2005
43.;Seat Ibiza;31.7%;117 000 km;2016;2005
44.;BMW 5;31.9%;157 000 km;2016;2005
45.;Seat Altea;32.1%;128 000 km;2016;2005
46.;Mazda 6;32.2%;134 000 km;2016;2005
47.;Smart Fortwo;32.3%;88 000 km;2016;2005
48.;Hyundai Matrix;32.4%;107 000 km;2016;2005
49.;BMW 1;32.5%;125 000 km;2016;2005
50.;Audi A3;32.7%;138 000 km;2016;2005
51.;Ford Mondeo;32.9%;154 000 km;2016;2005
51.;Škoda Fabia;32.9%;121 000 km;2016;2005
53.;Seat Leon;33.0%;144 000 km;2016;2005
54.;Mazda Premacy;33.3%;118 000 km;2016;2005
55.;Ford Focus;33.4%;130 000 km;2016;2005
55.;Citroën C5;33.4%;148 000 km;2016;2005
57.;BMW X5;33.5%;173 000 km;2016;2005
58.;Volkswagen Caddy;33.6%;161 000 km;2016;2005
59.;Peugeot 206;34.0%;107 000 km;2016;2005
60.;Opel Vectra;34.2%;137 000 km;2016;2005
60.;Mercedes-Benz C;34.2%;135 000 km;2016;2005
62.;Citroën Berlingo;34.5%;136 000 km;2016;2005
62.;Citroën C3;34.5%;102 000 km;2016;2005
64.;Nissan Micra;34.6%;98 000 km;2016;2005
65.;BMW Mini;35.1%;106 000 km;2016;2005
66.;Renault Scénic;35.6%;111 000 km;2016;2005
66.;Peugeot 307;35.6%;127 000 km;2016;2005
66.;Volkswagen Polo;35.6%;89 000 km;2016;2005
69.;Citroën C2;35.8%;102 000 km;2016;2005
70.;BMW 3;35.9%;141 000 km;2016;2005
70.;Fiat Panda;35.9%;89 000 km;2016;2005
72.;Opel Corsa;36.2%;103 000 km;2016;2005
73.;Fiat Punto;37.3%;108 000 km;2016;2005
73.;Renault Twingo;37.3%;101 000 km;2016;2005
75.;Volkswagen Touran;37.5%;157 000 km;2016;2005
76.;Renault Kangoo;37.7%;130 000 km;2016;2005
77.;Renault Modus;38.3%;96 000 km;2016;2005
78.;Opel Zafira;38.5%;141 000 km;2016;2005
79.;Renault Mégane;38.6%;121 000 km;2016;2005
80.;Renault Clio;38.8%;104 000 km;2016;2005
81.;Chevrolet Matis;39.1%;82 000 km;2016;2005
81.;Ford Ka;39.1%;85 000 km;2016;2005
83.;Renault Laguna;39.5%;139 000 km;2016;2005
84.;Alfa Romeo 147;41.0%;123 000 km;2016;2005
85.;Kia Sorento;41.4%;151 000 km;2016;2005
85.;Volkswagen Sharan;41.4%;170 000 km;2016;2005
87.;Ford Galaxy;41.8%;168 000 km;2016;2005
88.;Mercedes-Benz ML;43.7%;162 000 km;2016;2005
89.;Fiat Stilo;44.0%;125 000 km;2016;2005
1.;Mercedes-Benz SLK;2.4%;26 000 km;2015;2013
2.;Audi A6;2.9%;62 000 km;2015;2013
3.;Mercedes-Benz GLK;3.6%;55 000 km;2015;2013
4.;Porsche 911;3.9%;31 000 km;2015;2013
5.;BMW Z4;4.0%;36 000 km;2015;2013
6.;Mercedes-Benz E Coupé;4.5%;42 000 km;2015;2013
7.;Audi Q5;4.7%;64 000 km;2015;2013
8.;Mercedes-Benz C;4.9%;59 000 km;2015;2013
8.;Ford Focus;4.9%;43 000 km;2015;2013
8.;Audi A3;4.9%;49 000 km;2015;2013
11.;Mazda 2;5.0%;32 000 km;2015;2013
12.;Volvo XC60;5.2%;68 000 km;2015;2013
12.;Suzuki Splash;5.3%;29 000 km;2015;2013
12.;Audi TT;5.3%;39 000 km;2015;2013
12.;Audi A1;5.3%;37 000 km;2015;2013
12.;Mitsubishi ASX;5.3%;51 000 km;2015;2013
17.;Opel Meriva;5.4%;35 000 km;2015;2013
18.;BMW X1;5.5%;48 000 km;2015;2013
18.;Mazda 3;5.5%;38 000 km;2015;2013
18.;Toyota Corolla Verso;5.5%;46 000 km;2015;2013
21.;Mercedes-Benz E;5.7%;84 000 km;2015;2013
22.;Volkswagen Tiguan;5.8%;52 000 km;2015;2013
23.;Opel Agila;5.9%;25 000 km;2015;2013
23.;Audi A4;5.9%;78 000 km;2015;2013
25.;Opel Astra;6.0%;48 000 km;2015;2013
26.;Audi A5;6.1%;62 000 km;2015;2013
26.;BMW Mini Countryman;6.1%;42 000 km;2015;2013
26.;Suzuki Swift;6.1%;35 000 km;2015;2013
26.;Volkswagen Golf Plus;6.1%;37 000 km;2015;2013
30.;Volvo S60;6.2%;62 000 km;2015;2013
31.;Nissan Note;6.3%;40 000 km;2015;2013
32.;Hyundai ix20;6.4%;34 000 km;2015;2013
33.;Honda CRV;6.5%;46 000 km;2015;2013
34.;BMW 3;6.6%;64 000 km;2015;2013
35.;Hyundai ix35;6.7%;43 000 km;2015;2013
35.;Škoda Yeti;6.7%;47 000 km;2015;2013
35.;Toyota Avensis;6.7%;56 000 km;2015;2013
38.;Škoda Roomster;6.8%;44 000 km;2015;2013
38.;BMW Mini;6.8%;36 000 km;2015;2013
38.;Nissan Juke;6.8%;37 000 km;2015;2013
38.;Volkswagen Golf;6.8%;53 000 km;2015;2013
42.;Seat Altea;6.9%;49 000 km;2015;2013
42.;Renault Modus;6.9%;31 000 km;2015;2013
42.;Toyota iQ;6.9%;31 000 km;2015;2013
42.;Mercedes-Benz B;6.9%;43 000 km;2015;2013
46.;Toyota Yaris;7.0%;36 000 km;2015;2013
46.;Volkswagen Polo;7.0%;39 000 km;2015;2013
46.;Ford Fiesta;7.0%;38 000 km;2015;2013
49.;BMW 1;7.1%;47 000 km;2015;2013
49.;Škoda Fabia;7.1%;40 000 km;2015;2013
51.;Smart Fortwo;7.2%;30 000 km;2015;2013
51.;Honda Jazz;7.2%;32 000 km;2015;2013
53.;Volkswagen EOS;7.3%;36 000 km;2015;2013
53.;Ford C-Max;7.3%;44 000 km;2015;2013
53.;Mazda 5;7.3%;41 000 km;2015;2013
56.;Toyota Aygo;7.5%;35 000 km;2015;2013
56.;Nissan Micra;7.5%;30 000 km;2015;2013
58.;Mercedes-Benz A;7.7%;34 000 km;2015;2013
58.;Toyota Auris;7.7%;38 000 km;2015;2013
58.;Subaru Forester;7.7%;53 000 km;2015;2013
58.;Ford Kuga;7.7%;53 000 km;2015;2013
62.;Ford Fusion;7.8%;32 000 km;2015;2013
62.;Opel Corsa;7.8%;36 000 km;2015;2013
62.;Mitsubishi Colt;7.8%;36 000 km;2015;2013
65.;Seat Exeo;7.9%;68 000 km;2015;2013
65.;Honda Civic;7.9%;36 000 km;2015;2013
67.;Nissan Qashqai;8.0%;47 000 km;2015;2013
67.;Toyota RAV4;8.0%;47 000 km;2015;2013
69.;Mazda MX-5;8.1%;30 000 km;2015;2013
70.;Škoda Superb;8.2%;80 000 km;2015;2013
70.;Suzuki SX4;8.2%;39 000 km;2015;2013
70.;Opel Insignia;8.2%;72 000 km;2015;2013
73.;Mitsubishi Outlander;8.3%;52 000 km;2015;2013
74.;BMW X3;8.4%;57 000 km;2015;2013
75.;Peugeot 107;8.5%;32 000 km;2015;2013
75.;BMW 5;8.5%;77 000 km;2015;2013
75.;Citroën C4;8.5%;43 000 km;2015;2013
78.;Hyundai i10;8.6%;30 000 km;2015;2013
78.;Renault Laguna;8.6%;58 000 km;2015;2013
80.;Renault Scénic;8.7%;48 000 km;2015;2013
80.;Volvo S40;8.7%;64 000 km;2015;2013
82.;Seat Ibiza;8.8%;42 000 km;2015;2013
82.;Seat Leon;8.8%;50 000 km;2015;2013
84.;Kia Picanto;9.0%;30 000 km;2015;2013
85.;Renault Clio;9.2%;33 000 km;2015;2013
86.;Volvo V70;9.3%;79 000 km;2015;2013
87.;Opel Zafira;9.5%;56 000 km;2015;2013
87.;Kia Sorento;9.5%;57 000 km;2015;2013
87.;Kia Cee´d;9.5%;43 000 km;2015;2013
90.;Renault Twingo;9.6%;32 000 km;2015;2013
91.;Citroën C3;9.7%;37 000 km;2015;2013
91.;Suzuki Jimny;9.7%;31 000 km;2015;2013
93.;Hyundai i20;9.8%;36 000 km;2015;2013
93.;Volkswagen Scirocco;9.8%;45 000 km;2015;2013
93.;Renault Mégane;9.8%;50 000 km;2015;2013
93.;Volkswagen Touran;9.8%;69 000 km;2015;2013
97.;Citroën C1;10.1%;34 000 km;2015;2013
97.;Mazda 6;10.1%;51 000 km;2015;2013
99.;Volkswagen Passat CC;10.3%;70 000 km;2015;2013
100.;Volkswagen Caddy Life;10.4%;59 000 km;2015;2013
101.;Honda Accord;10.5%;45 000 km;2015;2013
101.;Citroën C3 Picasso;10.5%;40 000 km;2015;2013
103.;Peugeot 207;10.6%;37 000 km;2015;2013
104.;Fiat Dobló;10.7%;52 000 km;2015;2013
104.;Škoda Octavia;10.7%;69 000 km;2015;2013
106.;Volkswagen Passat;10.8%;86 000 km;2015;2013
107.;Volkswagen Sharan;11.1%;72 000 km;2015;2013
107.;Renault Kangoo;11.1%;49 000 km;2015;2013
109.;Dacia Sandero;11.2%;38 000 km;2015;2013
109.;Hyundai i30;11.2%;46 000 km;2015;2013
109.;Peugeot 308;11.2%;50 000 km;2015;2013
112.;Alfa Romeo Giulietta;11.5%;43 000 km;2015;2013
112.;Kia Sportage;11.5%;44 000 km;2015;2013
112.;Citroën C5;11.5%;67 000 km;2015;2013
112.;Ford S-Max;11.5%;73 000 km;2015;2013
116.;Dacia Duster;11.8%;43 000 km;2015;2013
117.;Citroën C4 Picasso;11.9%;54 000 km;2015;2013
118.;Volkswagen Fox;12.0%;37 000 km;2015;2013
119.;Chevrolet Captiva;13.1%;48 000 km;2015;2013
119.;Ford Galaxy;13.1%;73 000 km;2015;2013
119.;Ford Mondeo;13.1%;73 000 km;2015;2013
122.;Fiat 500;13.4%;31 000 km;2015;2013
123.;Chevrolet Spark;13.7%;33 000 km;2015;2013
124.;Fiat Punto;14.0%;38 000 km;2015;2013
125.;Ford Ka;14.1%;33 000 km;2015;2013
126.;Citroën Berlingo;14.3%;49 000 km;2015;2013
127.;Fiat Panda;14.8%;34 000 km;2015;2013
128.;Alfa Romeo MiTo;15.6%;40 000 km;2015;2013
129.;Dacia Logan;15.7%;50 000 km;2015;2013
1.;Mercedes-Benz SLK;2.4%;26 000 km;2015;2012
2.;Audi A6;2.9%;62 000 km;2015;2012
3.;Mercedes-Benz GLK;3.6%;55 000 km;2015;2012
4.;Porsche 911;3.9%;31 000 km;2015;2012
5.;BMW Z4;4.0%;36 000 km;2015;2012
6.;Mercedes-Benz E Coupé;4.5%;42 000 km;2015;2012
7.;Audi Q5;4.7%;64 000 km;2015;2012
8.;Mercedes-Benz C;4.9%;59 000 km;2015;2012
8.;Ford Focus;4.9%;43 000 km;2015;2012
8.;Audi A3;4.9%;49 000 km;2015;2012
11.;Mazda 2;5.0%;32 000 km;2015;2012
12.;Volvo XC60;5.2%;68 000 km;2015;2012
12.;Suzuki Splash;5.3%;29 000 km;2015;2012
12.;Audi TT;5.3%;39 000 km;2015;2012
12.;Audi A1;5.3%;37 000 km;2015;2012
12.;Mitsubishi ASX;5.3%;51 000 km;2015;2012
17.;Opel Meriva;5.4%;35 000 km;2015;2012
18.;BMW X1;5.5%;48 000 km;2015;2012
18.;Mazda 3;5.5%;38 000 km;2015;2012
18.;Toyota Corolla Verso;5.5%;46 000 km;2015;2012
21.;Mercedes-Benz E;5.7%;84 000 km;2015;2012
22.;Volkswagen Tiguan;5.8%;52 000 km;2015;2012
23.;Opel Agila;5.9%;25 000 km;2015;2012
23.;Audi A4;5.9%;78 000 km;2015;2012
25.;Opel Astra;6.0%;48 000 km;2015;2012
26.;Audi A5;6.1%;62 000 km;2015;2012
26.;BMW Mini Countryman;6.1%;42 000 km;2015;2012
26.;Suzuki Swift;6.1%;35 000 km;2015;2012
26.;Volkswagen Golf Plus;6.1%;37 000 km;2015;2012
30.;Volvo S60;6.2%;62 000 km;2015;2012
31.;Nissan Note;6.3%;40 000 km;2015;2012
32.;Hyundai ix20;6.4%;34 000 km;2015;2012
33.;Honda CRV;6.5%;46 000 km;2015;2012
34.;BMW 3;6.6%;64 000 km;2015;2012
35.;Hyundai ix35;6.7%;43 000 km;2015;2012
35.;Škoda Yeti;6.7%;47 000 km;2015;2012
35.;Toyota Avensis;6.7%;56 000 km;2015;2012
38.;Škoda Roomster;6.8%;44 000 km;2015;2012
38.;BMW Mini;6.8%;36 000 km;2015;2012
38.;Nissan Juke;6.8%;37 000 km;2015;2012
38.;Volkswagen Golf;6.8%;53 000 km;2015;2012
42.;Seat Altea;6.9%;49 000 km;2015;2012
42.;Renault Modus;6.9%;31 000 km;2015;2012
42.;Toyota iQ;6.9%;31 000 km;2015;2012
42.;Mercedes-Benz B;6.9%;43 000 km;2015;2012
46.;Toyota Yaris;7.0%;36 000 km;2015;2012
46.;Volkswagen Polo;7.0%;39 000 km;2015;2012
46.;Ford Fiesta;7.0%;38 000 km;2015;2012
49.;BMW 1;7.1%;47 000 km;2015;2012
49.;Škoda Fabia;7.1%;40 000 km;2015;2012
51.;Smart Fortwo;7.2%;30 000 km;2015;2012
51.;Honda Jazz;7.2%;32 000 km;2015;2012
53.;Volkswagen EOS;7.3%;36 000 km;2015;2012
53.;Ford C-Max;7.3%;44 000 km;2015;2012
53.;Mazda 5;7.3%;41 000 km;2015;2012
56.;Toyota Aygo;7.5%;35 000 km;2015;2012
56.;Nissan Micra;7.5%;30 000 km;2015;2012
58.;Mercedes-Benz A;7.7%;34 000 km;2015;2012
58.;Toyota Auris;7.7%;38 000 km;2015;2012
58.;Subaru Forester;7.7%;53 000 km;2015;2012
58.;Ford Kuga;7.7%;53 000 km;2015;2012
62.;Ford Fusion;7.8%;32 000 km;2015;2012
62.;Opel Corsa;7.8%;36 000 km;2015;2012
62.;Mitsubishi Colt;7.8%;36 000 km;2015;2012
65.;Seat Exeo;7.9%;68 000 km;2015;2012
65.;Honda Civic;7.9%;36 000 km;2015;2012
